# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	NA18878	chr22	22246307	22424275	177969	853	83.1
RG	NA18878	chr22	22847223	22855172	7950	61	24.1
RG	NA18878	chr22	23079999	23097205	17207	117	18.8
RG	NA18878	chr22	23201834	23235375	33542	283	32.9
RG	NA18878	chr22	23508808	23523960	15153	187	46.2
RG	NA18878	chr22	23634054	23722627	88574	526	33.9
RG	NA18878	chr22	23869802	23897902	28101	196	34.9
RG	NA18878	chr22	24008384	24228379	219996	886	71.2
RG	NA18878	chr22	24851506	24879724	28219	213	15.1
RG	NA18878	chr22	26369201	26392660	23460	206	11.5
RG	NA18878	chr22	26420216	26493598	73383	391	44.8
RG	NA18878	chr22	26851950	26866155	14206	117	19.7
RG	NA18878	chr22	26943950	26958810	14861	162	16.6
RG	NA18878	chr22	27132351	27162829	30479	265	48.9
RG	NA18878	chr22	27795437	28295693	500257	2144	54.8
RG	NA18878	chr22	28703766	29012113	308348	1244	41.1
RG	NA18878	chr22	29230624	29245706	15083	90	27.3
RG	NA18878	chr22	29760571	30471607	711037	3271	67.8
RG	NA18878	chr22	32332979	32378485	45507	376	46.3
RG	NA18878	chr22	32616308	32650124	33817	230	38.2
RG	NA18878	chr22	32938898	32989934	51037	302	35.7
RG	NA18878	chr22	33324560	33343606	19047	174	35.5
RG	NA18878	chr22	33372568	33408315	35748	269	37.7
RG	NA18878	chr22	34248996	34354015	105020	636	71.0
RG	NA18878	chr22	34380326	34445693	65368	557	65.4
RG	NA18878	chr22	36133184	36198251	65068	558	80.8
RG	NA18878	chr22	36213135	36236564	23430	165	73.1
RG	NA18878	chr22	36463346	36494473	31128	198	12.5
RG	NA18878	chr22	36685462	36856473	171012	1002	85.3
RG	NA18878	chr22	37067604	37101518	33915	257	31.4
RG	NA18878	chr22	38053341	38107840	54500	296	42.5
RG	NA18878	chr22	38963141	38994279	31139	162	18.9
RG	NA18878	chr22	39291505	39342238	50734	313	32.0
RG	NA18878	chr22	40327714	41218631	890918	2922	66.7
RG	NA18878	chr22	41574905	41652190	77286	264	30.4
RG	NA18878	chr22	43161876	43174062	12187	128	22.9
RG	NA18878	chr22	43583854	43624256	40403	225	21.8
RG	NA18878	chr22	44448363	44461466	13104	106	23.1
RG	NA18878	chr22	44731555	44746977	15423	148	37.5
RG	NA18878	chr22	46463741	46496992	33252	249	38.2
RG	NA18878	chr22	46766535	46856021	89487	617	39.6
RG	NA18878	chr22	47097016	47171039	74024	861	76.7
RG	NA18878	chr22	47204411	47231723	27313	214	31.2
RG	NA18878	chr22	47777842	47795709	17868	175	12.9
RG	NA18878	chr22	48325167	48344644	19478	193	21.5
RG	NA18878	chr22	48781023	48801527	20505	194	27.8
RG	NA18878	chr22	49163162	49181328	18167	258	52.8
RG	NA18878	chr22	49346184	49357232	11049	142	20.3
RG	NA18878	chr22	50285972	50447346	161375	782	67.6
RG	NA18879	chr22	17188261	17234205	45945	237	33.2
RG	NA18879	chr22	17317018	17343850	26833	124	13.4
RG	NA18879	chr22	19380140	19439757	59618	256	25.1
RG	NA18879	chr22	20018477	20173995	155519	860	37.0
RG	NA18879	chr22	22007523	22047061	39539	407	61.0
RG	NA18879	chr22	22717949	22740008	22060	214	21.6
RG	NA18879	chr22	22748131	22758270	10140	81	13.1
RG	NA18879	chr22	22780090	22897785	117696	966	60.7
RG	NA18879	chr22	23618796	23658719	39924	249	43.1
RG	NA18879	chr22	23848299	23888628	40330	195	16.4
RG	NA18879	chr22	26416666	26517611	100946	505	46.9
RG	NA18879	chr22	26579326	26634236	54911	286	25.0
RG	NA18879	chr22	26943319	26969492	26174	256	32.8
RG	NA18879	chr22	27090809	27103241	12433	122	26.3
RG	NA18879	chr22	27143446	27153562	10117	89	29.1
RG	NA18879	chr22	27158616	27166412	7797	78	40.0
RG	NA18879	chr22	30563260	30664042	100783	508	53.6
RG	NA18879	chr22	30818395	31042783	224389	722	58.8
RG	NA18879	chr22	32276704	32331406	54703	388	67.4
RG	NA18879	chr22	32717389	32739206	21818	139	19.1
RG	NA18879	chr22	33044234	33079830	35597	187	47.1
RG	NA18879	chr22	33363767	33410554	46788	359	32.5
RG	NA18879	chr22	33672214	33815859	143646	932	65.9
RG	NA18879	chr22	33954291	34008127	53837	280	25.7
RG	NA18879	chr22	34356977	34383891	26915	221	32.3
RG	NA18879	chr22	35038484	35076600	38117	277	60.3
RG	NA18879	chr22	35139440	35219461	80022	585	73.7
RG	NA18879	chr22	36180470	36254947	74478	542	69.6
RG	NA18879	chr22	36256585	36353273	96689	542	46.6
RG	NA18879	chr22	37327739	37358894	31156	266	64.9
RG	NA18879	chr22	37498341	37542691	44351	300	55.5
RG	NA18879	chr22	38231089	38257330	26242	158	40.9
RG	NA18879	chr22	39203296	39231100	27805	177	19.8
RG	NA18879	chr22	39659299	39674125	14827	96	9.3
RG	NA18879	chr22	39872283	39916837	44555	144	14.8
RG	NA18879	chr22	42629237	42706413	77177	493	26.3
RG	NA18879	chr22	44263524	44279292	15769	158	57.5
RG	NA18879	chr22	44446474	44457698	11225	92	30.6
RG	NA18879	chr22	44507862	44530519	22658	159	19.3
RG	NA18879	chr22	48150078	48179210	29133	271	20.6
RG	NA18879	chr22	48655346	48664556	9211	158	39.2
RG	NA18879	chr22	48809278	48857517	48240	486	72.0
RG	NA18879	chr22	49129009	49161445	32437	423	82.0
RG	NA18879	chr22	49213368	49246019	32652	439	38.3
RG	NA18879	chr22	49292078	49321298	29221	453	70.1
RG	NA18879	chr22	49508650	49534369	25720	252	11.7
RG	NA18881	chr22	17417486	17441308	23823	220	51.9
RG	NA18881	chr22	20701147	20906011	204865	930	48.7
RG	NA18881	chr22	21563881	22036469	472589	2353	83.5
RG	NA18881	chr22	22041329	22068728	27400	212	33.4
RG	NA18881	chr22	23489978	23529784	39807	367	72.4
RG	NA18881	chr22	26297374	26312160	14787	108	44.2
RG	NA18881	chr22	27167312	27226655	59344	453	61.0
RG	NA18881	chr22	32290479	32308240	17762	121	41.3
RG	NA18881	chr22	32555955	32579396	23442	145	47.0
RG	NA18881	chr22	33273571	33311450	37880	277	30.0
RG	NA18881	chr22	33506407	33572004	65598	448	55.8
RG	NA18881	chr22	33755064	33880476	125413	850	77.2
RG	NA18881	chr22	34181046	34224564	43519	297	55.3
RG	NA18881	chr22	34361922	34405307	43386	352	68.8
RG	NA18881	chr22	35161516	35170476	8961	49	36.5
RG	NA18881	chr22	35653754	36141452	487699	1641	74.1
RG	NA18881	chr22	37067604	37101986	34383	265	32.3
RG	NA18881	chr22	37499502	37544844	45343	287	46.5
RG	NA18881	chr22	37655992	37800382	144391	756	44.8
RG	NA18881	chr22	39343623	39415338	71716	410	40.7
RG	NA18881	chr22	41892990	42292526	399537	1679	71.0
RG	NA18881	chr22	42598926	42668834	69909	420	42.6
RG	NA18881	chr22	43039662	43077163	37502	178	34.8
RG	NA18881	chr22	43094440	43146740	52301	299	32.1
RG	NA18881	chr22	43505240	43868331	363092	2149	65.1
RG	NA18881	chr22	44364801	44405815	41015	460	77.3
RG	NA18881	chr22	45593064	45599023	5960	49	8.0
RG	NA18881	chr22	46197386	46224066	26681	126	44.3
RG	NA18881	chr22	46380944	46398441	17498	186	30.0
RG	NA18881	chr22	46581118	46618966	37849	351	32.5
RG	NA18881	chr22	47133514	47154084	20571	256	42.3
RG	NA18881	chr22	47501202	47509173	7972	66	65.5
RG	NA18881	chr22	48679849	48696703	16855	230	57.5
RG	NA18881	chr22	48794550	48827354	32805	383	65.5
RG	NA18881	chr22	49197150	49243658	46509	639	38.1
RG	NA18881	chr22	49324542	49342033	17492	193	20.5
RG	NA18881	chr22	49536576	49593191	56616	490	54.2
RG	NA18881	chr22	50085971	50282193	196223	1275	73.6
RG	NA18915	chr22	16782986	16794235	11250	69	35.0
RG	NA18915	chr22	17443726	17452446	8721	71	23.6
RG	NA18915	chr22	19440058	19479706	39649	181	30.9
RG	NA18915	chr22	19890046	19920404	30359	284	40.1
RG	NA18915	chr22	20990184	21072632	82449	538	81.4
RG	NA18915	chr22	22175954	22195540	19587	147	57.7
RG	NA18915	chr22	22592758	22655356	62599	182	7.8
RG	NA18915	chr22	22846148	22855172	9025	67	31.7
RG	NA18915	chr22	22887609	22936089	48481	460	45.5
RG	NA18915	chr22	24891016	24930128	39113	238	38.5
RG	NA18915	chr22	25027788	25107607	79820	500	73.1
RG	NA18915	chr22	25291540	25328422	36883	195	24.8
RG	NA18915	chr22	26073577	26130205	56629	379	30.3
RG	NA18915	chr22	26248304	26267196	18893	150	57.2
RG	NA18915	chr22	26439884	26495842	55959	305	18.8
RG	NA18915	chr22	27377780	27476819	99040	792	84.1
RG	NA18915	chr22	29494077	29704523	210447	796	75.7
RG	NA18915	chr22	30241351	31042783	801433	3270	82.4
RG	NA18915	chr22	32603782	32664429	60648	409	74.8
RG	NA18915	chr22	33994751	34224088	229338	1447	75.0
RG	NA18915	chr22	34802650	34825520	22871	120	50.1
RG	NA18915	chr22	35111766	35592008	480243	2802	90.9
RG	NA18915	chr22	35654316	35684453	30138	175	63.3
RG	NA18915	chr22	36061081	36086251	25171	109	33.3
RG	NA18915	chr22	36276249	36545507	269259	1532	84.8
RG	NA18915	chr22	36757149	36812489	55341	343	59.6
RG	NA18915	chr22	38220198	38258158	37961	236	60.7
RG	NA18915	chr22	44646104	44698106	52003	341	58.5
RG	NA18915	chr22	44776615	44789558	12944	141	25.6
RG	NA18915	chr22	45134995	45192365	57371	354	71.7
RG	NA18915	chr22	45864823	45898733	33911	330	39.4
RG	NA18915	chr22	45907297	45919072	11776	125	44.6
RG	NA18915	chr22	46138314	46159398	21085	125	26.0
RG	NA18915	chr22	46476713	46492021	15309	93	8.4
RG	NA18915	chr22	46519498	46580547	61050	499	54.2
RG	NA18915	chr22	46588779	46711399	122621	1033	71.1
RG	NA18915	chr22	46983735	46999306	15572	130	15.0
RG	NA18915	chr22	47215451	47256027	40577	320	60.8
RG	NA18915	chr22	48653535	48664843	11309	198	67.9
RG	NA18915	chr22	49009213	49021286	12074	159	13.4
RG	NA18915	chr22	49197150	49246019	48870	666	61.3
RG	NA18915	chr22	49293041	49305864	12824	266	20.3
RG	NA18915	chr22	49506163	49518028	11866	116	44.3
RG	NA18915	chr22	50059747	50131238	71492	501	22.4
RG	NA18486	chr22	17263738	17301511	37774	183	30.7
RG	NA18486	chr22	17911921	17952068	40148	277	51.1
RG	NA18486	chr22	18078749	18113083	34335	186	23.1
RG	NA18486	chr22	19840442	19886274	45833	378	62.7
RG	NA18486	chr22	20289186	20588676	299491	1205	76.9
RG	NA18486	chr22	21443272	21608195	164924	290	19.3
RG	NA18486	chr22	22011474	22022103	10630	95	44.4
RG	NA18486	chr22	22209818	22244075	34258	330	57.2
RG	NA18486	chr22	22655412	22683357	27946	226	51.6
RG	NA18486	chr22	22713783	22727474	13692	184	71.4
RG	NA18486	chr22	22838056	22882584	44529	349	44.5
RG	NA18486	chr22	22960786	23078476	117691	611	64.2
RG	NA18486	chr22	23518068	23529784	11717	139	51.7
RG	NA18486	chr22	24758855	24805779	46925	212	24.2
RG	NA18486	chr22	25384031	25443194	59164	387	64.8
RG	NA18486	chr22	26130384	26267196	136813	820	73.1
RG	NA18486	chr22	29005345	29053066	47722	235	26.0
RG	NA18486	chr22	29061634	29156167	94534	592	36.2
RG	NA18486	chr22	30854732	30870142	15411	80	12.6
RG	NA18486	chr22	32276704	32323718	47015	321	59.2
RG	NA18486	chr22	33164724	33343606	178883	1255	89.2
RG	NA18486	chr22	34121443	34465372	343930	2374	89.8
RG	NA18486	chr22	34885345	34983891	98547	693	70.2
RG	NA18486	chr22	35111766	35132907	21142	112	27.1
RG	NA18486	chr22	35641991	36050525	408535	1322	79.3
RG	NA18486	chr22	36179977	36196685	16709	163	62.4
RG	NA18486	chr22	36257808	36316422	58615	323	45.1
RG	NA18486	chr22	37321662	37354130	32469	252	48.9
RG	NA18486	chr22	37653546	38040846	387301	1721	56.9
RG	NA18486	chr22	38187459	38201038	13580	75	6.6
RG	NA18486	chr22	41991387	42474996	483610	2272	85.3
RG	NA18486	chr22	43177700	43218483	40784	381	66.4
RG	NA18486	chr22	43319142	43336124	16983	158	13.8
RG	NA18486	chr22	44033713	44099221	65509	442	65.1
RG	NA18486	chr22	44128020	44159375	31356	230	28.0
RG	NA18486	chr22	44246731	44265970	19240	147	24.7
RG	NA18486	chr22	44406034	44424474	18441	179	48.3
RG	NA18486	chr22	44437052	44496404	59353	466	80.0
RG	NA18486	chr22	44929094	44995276	66183	542	76.6
RG	NA18486	chr22	45312723	45536301	223579	1228	78.7
RG	NA18486	chr22	45590656	45603669	13014	107	44.4
RG	NA18486	chr22	45618766	45744575	125810	672	71.7
RG	NA18486	chr22	45911088	45922092	11005	97	21.9
RG	NA18486	chr22	46120127	46174335	54209	402	51.5
RG	NA18486	chr22	46605366	46626917	21552	183	41.5
RG	NA18486	chr22	46999319	47049199	49881	454	55.0
RG	NA18486	chr22	47460165	47534676	74512	530	56.9
RG	NA18486	chr22	48657447	48663667	6221	117	44.2
RG	NA18486	chr22	49816207	49883180	66974	405	35.8
RG	NA18486	chr22	50572314	50631672	59359	364	36.0
RG	NA18489	chr22	16811470	16941970	130501	628	70.7
RG	NA18489	chr22	17011953	17089915	77963	328	54.7
RG	NA18489	chr22	17111931	17135151	23221	124	26.6
RG	NA18489	chr22	17168884	17196601	27718	176	54.3
RG	NA18489	chr22	17378669	17414781	36113	212	12.5
RG	NA18489	chr22	17596303	17632129	35827	193	51.2
RG	NA18489	chr22	17804824	17823188	18365	150	25.3
RG	NA18489	chr22	19750010	20218628	468619	3254	89.2
RG	NA18489	chr22	20887688	20961700	74013	274	24.8
RG	NA18489	chr22	21086941	21101142	14202	77	20.3
RG	NA18489	chr22	22104601	22143005	38405	409	49.7
RG	NA18489	chr22	22216107	22244075	27969	237	47.7
RG	NA18489	chr22	22705124	22791198	86075	829	73.4
RG	NA18489	chr22	24538037	24735870	197834	717	61.2
RG	NA18489	chr22	25279178	25306134	26957	185	41.4
RG	NA18489	chr22	26545294	26572914	27621	160	34.3
RG	NA18489	chr22	30294816	30474262	179447	772	68.7
RG	NA18489	chr22	31841855	31931531	89677	324	19.4
RG	NA18489	chr22	32271204	32303194	31991	166	22.1
RG	NA18489	chr22	32522223	32553748	31526	214	16.7
RG	NA18489	chr22	33331745	33343081	11337	114	23.1
RG	NA18489	chr22	33445552	33483716	38165	232	24.0
RG	NA18489	chr22	34199764	34225832	26069	172	16.5
RG	NA18489	chr22	34418059	34439155	21097	178	20.4
RG	NA18489	chr22	36869070	36930401	61332	463	66.2
RG	NA18489	chr22	36952352	37055582	103231	710	70.3
RG	NA18489	chr22	37608195	37650102	41908	233	35.7
RG	NA18489	chr22	38850711	38909803	59093	392	68.5
RG	NA18489	chr22	39189066	39231100	42035	255	36.4
RG	NA18489	chr22	39705635	39983363	277729	1042	50.6
RG	NA18489	chr22	40684132	40742014	57883	257	16.1
RG	NA18489	chr22	42507651	42715421	207771	1122	75.4
RG	NA18489	chr22	43043290	43132787	89498	467	32.1
RG	NA18489	chr22	44021926	44052063	30138	173	41.5
RG	NA18489	chr22	44202726	44248229	45504	328	56.3
RG	NA18489	chr22	46398443	46453948	55506	486	37.6
RG	NA18489	chr22	46702803	46738678	35876	290	11.0
RG	NA18489	chr22	46870911	46902484	31574	318	69.6
RG	NA18489	chr22	49049063	49086487	37425	385	71.4
RG	NA18489	chr22	49383054	49398025	14972	134	14.7
RG	NA18489	chr22	50650479	50714190	63712	340	43.2
RG	NA18498	chr22	16028169	16551788	523620	368	62.7
RG	NA18498	chr22	16856517	16912095	55579	92	51.6
RG	NA18498	chr22	17101129	17171858	70730	383	47.0
RG	NA18498	chr22	18077804	18109644	31841	165	33.5
RG	NA18498	chr22	19035928	19122832	86905	481	73.3
RG	NA18498	chr22	20797130	20840642	43513	221	13.8
RG	NA18498	chr22	20990184	21024609	34426	258	65.2
RG	NA18498	chr22	21556402	21627910	71509	301	12.8
RG	NA18498	chr22	22197382	22203913	6532	101	48.1
RG	NA18498	chr22	22703994	22791198	87205	851	68.2
RG	NA18498	chr22	22952064	23363252	411189	2598	91.4
RG	NA18498	chr22	24705111	24745439	40329	256	25.8
RG	NA18498	chr22	25473594	25500283	26690	141	16.6
RG	NA18498	chr22	25982756	25997438	14683	139	30.1
RG	NA18498	chr22	26017448	26063826	46379	330	45.0
RG	NA18498	chr22	26294573	26314569	19997	151	12.5
RG	NA18498	chr22	26732838	26781135	48298	300	31.3
RG	NA18498	chr22	26848913	26862972	14060	119	30.1
RG	NA18498	chr22	27298520	27334687	36168	318	59.8
RG	NA18498	chr22	27377780	27436663	58884	512	78.4
RG	NA18498	chr22	27701614	27753705	52092	329	68.2
RG	NA18498	chr22	29123842	29213378	89537	520	75.3
RG	NA18498	chr22	32653208	32717999	64792	379	64.5
RG	NA18498	chr22	33123468	33164690	41223	258	70.4
RG	NA18498	chr22	33407707	33451891	44185	274	45.6
RG	NA18498	chr22	33502920	33577372	74453	504	49.3
RG	NA18498	chr22	34468909	34631817	162909	1375	87.3
RG	NA18498	chr22	35141975	35165012	23038	188	38.7
RG	NA18498	chr22	36201779	36254947	53169	350	51.6
RG	NA18498	chr22	36256585	36317486	60902	336	47.3
RG	NA18498	chr22	37187403	37259690	72288	602	83.3
RG	NA18498	chr22	37704033	37877326	173294	851	66.0
RG	NA18498	chr22	40678403	40822278	143876	606	66.1
RG	NA18498	chr22	42628312	42706413	78102	500	78.0
RG	NA18498	chr22	44558371	44587001	28631	236	37.7
RG	NA18498	chr22	44844376	44870165	25790	366	55.5
RG	NA18498	chr22	46764205	46840815	76611	500	52.2
RG	NA18498	chr22	46909862	46929297	19436	175	48.8
RG	NA18498	chr22	47054691	47088117	33427	321	46.1
RG	NA18498	chr22	47156832	47167245	10414	164	29.9
RG	NA18498	chr22	47178812	47189260	10449	86	7.3
RG	NA18498	chr22	47998850	48025319	26470	225	41.9
RG	NA18498	chr22	48098544	48158438	59895	521	65.6
RG	NA18498	chr22	48706876	48713865	6990	124	13.7
RG	NA18498	chr22	48756229	48779932	23704	175	67.4
RG	NA18498	chr22	48936141	48945053	8913	223	28.8
RG	NA18498	chr22	49138457	49160085	21629	316	54.4
RG	NA18498	chr22	49451188	49481856	30669	236	16.8
RG	NA18498	chr22	49536576	49661617	125042	1077	81.7
RG	NA18498	chr22	49820252	49879499	59248	356	19.4
RG	NA18499	chr22	16159740	16387753	228014	226	30.2
RG	NA18499	chr22	16570550	16688085	117536	199	13.2
RG	NA18499	chr22	18128456	18947922	819467	230	38.4
RG	NA18499	chr22	20060560	20159357	98798	495	54.0
RG	NA18499	chr22	20170302	20206338	36037	335	12.1
RG	NA18499	chr22	22894412	22936089	41678	347	47.1
RG	NA18499	chr22	23097580	23146672	49093	304	10.8
RG	NA18499	chr22	23192234	23235375	43142	369	59.1
RG	NA18499	chr22	23599401	23711522	112122	672	75.5
RG	NA18499	chr22	24494945	24614918	119974	539	58.0
RG	NA18499	chr22	25035541	25060060	24520	165	23.8
RG	NA18499	chr22	29531254	29611558	80305	295	15.7
RG	NA18499	chr22	33298188	33307484	9297	76	38.7
RG	NA18499	chr22	33346680	33451891	105212	733	83.3
RG	NA18499	chr22	33795258	33831283	36026	275	11.3
RG	NA18499	chr22	34742073	35242122	500050	3140	91.8
RG	NA18499	chr22	35454239	35489648	35410	218	18.3
RG	NA18499	chr22	36441726	36513791	72066	432	61.3
RG	NA18499	chr22	36635821	36696292	60472	381	55.6
RG	NA18499	chr22	38909934	38932489	22556	93	26.8
RG	NA18499	chr22	39204490	39269989	65500	438	61.1
RG	NA18499	chr22	40649239	40667378	18140	67	24.0
RG	NA18499	chr22	41560772	41664087	103316	341	12.6
RG	NA18499	chr22	43888974	43899306	10333	96	40.8
RG	NA18499	chr22	44559233	44580287	21055	148	19.6
RG	NA18499	chr22	44713171	44722303	9133	94	48.8
RG	NA18499	chr22	45020533	45035758	15226	127	26.3
RG	NA18499	chr22	45139249	45192365	53117	326	58.1
RG	NA18499	chr22	45219893	45239335	19443	165	22.1
RG	NA18499	chr22	45258282	45269527	11246	90	50.6
RG	NA18499	chr22	45926974	45957166	30193	380	80.3
RG	NA18499	chr22	46467046	46580547	113502	898	81.4
RG	NA18499	chr22	46604188	46684114	79927	650	73.3
RG	NA18499	chr22	46905926	46975864	69939	594	62.2
RG	NA18499	chr22	47053505	47096937	43433	407	60.2
RG	NA18499	chr22	47310651	47342203	31553	283	39.9
RG	NA18499	chr22	47780496	47808764	28269	252	35.0
RG	NA18499	chr22	47824711	47832174	7464	72	24.6
RG	NA18499	chr22	47876984	47901945	24962	235	14.0
RG	NA18499	chr22	47965236	48086641	121406	1003	80.8
RG	NA18499	chr22	48689666	48696703	7038	107	11.8
RG	NA18499	chr22	48809278	48867619	58342	561	74.8
RG	NA18499	chr22	48928555	48943848	15294	258	33.3
RG	NA18499	chr22	49101950	49147037	45088	528	47.8
RG	NA18499	chr22	49195573	49240525	44953	625	69.2
RG	NA18499	chr22	50053339	50150607	97269	673	20.3
RG	NA18499	chr22	50173440	50232490	59051	406	29.0
RG	NA18501	chr22	17194155	17235387	41233	203	44.4
RG	NA18501	chr22	17382825	17403213	20389	135	32.6
RG	NA18501	chr22	17640192	17730029	89838	428	32.3
RG	NA18501	chr22	19153234	19289320	136087	698	76.0
RG	NA18501	chr22	19321484	19534978	213495	901	48.0
RG	NA18501	chr22	19886328	19903199	16872	128	13.7
RG	NA18501	chr22	21556402	21633273	76872	332	16.3
RG	NA18501	chr22	22212465	22224581	12117	118	46.9
RG	NA18501	chr22	22704182	22712384	8203	122	20.0
RG	NA18501	chr22	22762276	22790285	28010	231	55.6
RG	NA18501	chr22	22811088	22837081	25994	179	42.4
RG	NA18501	chr22	22952438	23011181	58744	317	65.8
RG	NA18501	chr22	23396304	23415777	19474	145	48.5
RG	NA18501	chr22	24017588	24217984	200397	817	14.1
RG	NA18501	chr22	24768716	24809633	40918	209	50.1
RG	NA18501	chr22	25897708	25932818	35111	236	39.4
RG	NA18501	chr22	26073577	26126027	52451	359	55.5
RG	NA18501	chr22	26141470	26224047	82578	429	23.2
RG	NA18501	chr22	26246597	26267196	20600	163	31.3
RG	NA18501	chr22	26302786	26320192	17407	134	26.4
RG	NA18501	chr22	26442863	26517611	74749	378	19.2
RG	NA18501	chr22	26721709	26764800	43092	268	39.8
RG	NA18501	chr22	26944383	26954103	9721	119	22.6
RG	NA18501	chr22	28823185	28964040	140856	554	65.5
RG	NA18501	chr22	30437385	30538829	101445	488	81.2
RG	NA18501	chr22	30559735	30627708	67974	365	55.2
RG	NA18501	chr22	31967797	32177141	209345	780	65.6
RG	NA18501	chr22	32357171	32378485	21315	133	21.7
RG	NA18501	chr22	32650550	32685927	35378	220	15.9
RG	NA18501	chr22	32998992	33020791	21800	111	16.8
RG	NA18501	chr22	34120141	34455891	335751	2323	86.2
RG	NA18501	chr22	34589230	34750213	160984	1121	77.0
RG	NA18501	chr22	35467712	35517559	49848	299	50.9
RG	NA18501	chr22	36058415	36131919	73505	298	35.1
RG	NA18501	chr22	36631420	36663168	31749	201	47.6
RG	NA18501	chr22	38855450	38934837	79388	464	53.2
RG	NA18501	chr22	39992819	40153346	160528	723	48.6
RG	NA18501	chr22	41199819	41218631	18813	69	23.4
RG	NA18501	chr22	41567549	41652190	84642	287	21.7
RG	NA18501	chr22	43101352	43137421	36070	216	21.2
RG	NA18501	chr22	44437700	44442790	5091	98	23.7
RG	NA18501	chr22	45251953	45293144	41192	332	61.8
RG	NA18501	chr22	45879209	45941638	62430	637	88.9
RG	NA18501	chr22	48350858	48370475	19618	228	48.4
RG	NA18501	chr22	48702962	48719868	16907	260	59.2
RG	NA18501	chr22	48794550	48801527	6978	83	31.0
RG	NA18501	chr22	48880016	48907710	27695	284	61.2
RG	NA18501	chr22	48920774	48945717	24944	375	63.6
RG	NA18501	chr22	49052352	49081872	29521	320	72.3
RG	NA18502	chr22	16839471	16912095	72625	192	63.8
RG	NA18502	chr22	17311527	17332175	20649	121	31.6
RG	NA18502	chr22	17600494	17627915	27422	142	27.5
RG	NA18502	chr22	19003864	19143347	139484	719	71.8
RG	NA18502	chr22	22084694	22159186	74493	794	82.3
RG	NA18502	chr22	22206098	22224581	18484	186	38.5
